,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1012,1274469,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,74743.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
1013,1274086,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,ID,83843.0,2015-03-09,2015-03-09,"CIR, Law Offices",Closed with explanation,Yes,Yes
1014,1274100,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,CA,90255.0,2015-03-09,2015-03-09,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1015,1276921,Credit card,,Other,,CA,90806.0,2015-03-09,2015-03-10,JPMorgan Chase,Closed with explanation,Yes,Yes
1016,1276920,Credit reporting,,Incorrect information on credit report,Account status,SC,29575.0,2015-03-09,2015-03-10,Experian,In progress,Yes,
1017,1273064,Credit reporting,,Incorrect information on credit report,Information is not mine,NC,27705.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,Yes
1018,1276662,Credit reporting,,Incorrect information on credit report,Public record,MI,48088.0,2015-03-09,2015-03-10,Equifax,Closed with explanation,Yes,
1019,1276663,Credit reporting,,Incorrect information on credit report,Public record,MI,48088.0,2015-03-09,2015-03-10,TransUnion,Closed with explanation,Yes,
1020,1276725,Credit card,,Transaction issue,,CA,92688.0,2015-03-09,2015-03-10,JPMorgan Chase,Closed with explanation,Yes,
1021,1273992,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,TX,75063.0,2015-03-09,2015-03-09,"ProCollect, Inc",Closed with explanation,Yes,
1022,1274077,Credit reporting,,Incorrect information on credit report,Information is not mine,DC,20019.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
1023,1274038,Credit card,,Transaction issue,,VA,20115.0,2015-03-09,2015-03-09,BB&T Financial,Closed with explanation,Yes,
1024,1274010,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,10950.0,2015-03-09,2015-03-13,Equifax,Closed with explanation,Yes,
1025,1274060,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,75044.0,2015-03-09,2015-03-17,Ally Financial Inc.,In progress,Yes,
1026,1274039,Credit card,,Payoff process,,NY,11216.0,2015-03-09,2015-03-10,Citibank,Closed with monetary relief,Yes,
1027,1274006,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,10950.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,
1028,1273093,Credit reporting,,Incorrect information on credit report,Account status,FL,32205.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
1029,1273100,Debt collection,Medical,Communication tactics,Called after sent written cease of comm,OH,45373.0,2015-03-09,2015-03-13,Phoenix Financial Services LLC,Closed with explanation,Yes,
1030,1275004,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,RI,2871.0,2015-03-09,2015-03-09,Equifax,Closed with non-monetary relief,Yes,
1031,1275013,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,90027.0,2015-03-09,2015-03-10,"Convergent Resources, Inc.",Closed with explanation,Yes,
1032,1272980,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,FL,33716.0,2015-03-09,2015-03-13,"EOS Holdings, Inc.",Closed with explanation,Yes,
1033,1273152,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32832.0,2015-03-09,2015-03-09,Equifax,In progress,Yes,
1034,1273094,Credit reporting,,Incorrect information on credit report,Account status,FL,32205.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,
1035,1273102,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NJ,8322.0,2015-03-09,2015-03-09,Bank of America,Closed,Yes,
1036,1272992,Credit reporting,,Incorrect information on credit report,Account status,NY,13209.0,2015-03-09,2015-03-13,TransUnion,Closed with explanation,Yes,
1037,1272976,Money transfers,Domestic (US) money transfer,Fraud or scam,,VA,23106.0,2015-03-09,2015-03-09,Wells Fargo,Closed with explanation,Yes,
1038,1273040,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91604.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,Yes
1039,1272974,Debt collection,Payday loan,Communication tactics,Called after sent written cease of comm,OH,45373.0,2015-03-09,2015-03-13,"Enova International, Inc.",Closed with explanation,Yes,
1040,1272961,Bank account or service,Other bank product/service,Deposits and withdrawals,,DE,19958.0,2015-03-09,2015-03-13,Ocwen,Closed with explanation,Yes,Yes
1041,1272975,Money transfers,Domestic (US) money transfer,Fraud or scam,,VA,23106.0,2015-03-09,2015-03-09,SunTrust Bank,Closed with explanation,Yes,Yes
1042,1272935,Bank account or service,Other bank product/service,Deposits and withdrawals,,AZ,85749.0,2015-03-09,2015-03-09,JPMorgan Chase,In progress,Yes,
1043,1272928,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,IL,61250.0,2015-03-09,2015-03-09,Transworld Systems Inc.,Closed with explanation,Yes,
1044,1272926,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,90022.0,2015-03-09,2015-03-09,"EOS Holdings, Inc.",Closed with explanation,Yes,
1045,1272925,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,90027.0,2015-03-09,2015-03-09,Ocwen,Closed with explanation,Yes,
1046,1272923,Credit card,,Delinquent account,,TX,78745.0,2015-03-09,2015-03-09,Citibank,Closed with non-monetary relief,Yes,Yes
1047,1272934,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,21224.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
1048,1272931,Money transfers,Domestic (US) money transfer,Fraud or scam,,TX,75069.0,2015-03-09,2015-03-09,MoneyGram,In progress,Yes,
1049,1272964,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,FL,32311.0,2015-03-09,2015-03-09,Encore Capital Group,Closed with explanation,Yes,
1050,1273030,Credit card,,Delinquent account,,NY,10013.0,2015-03-09,2015-03-09,Capital One,Closed with explanation,Yes,
1051,1272994,Credit card,,Late fee,,NJ,7416.0,2015-03-09,2015-03-09,GE Capital Retail,Closed with explanation,Yes,
1052,1273012,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79763.0,2015-03-09,2015-03-09,Experian,In progress,Yes,
1053,1273010,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79763.0,2015-03-09,2015-03-09,Equifax,In progress,Yes,
1054,1272562,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,SD,57201.0,2015-03-08,2015-03-08,GE Capital Retail,Closed with explanation,Yes,
1055,1272488,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,77057.0,2015-03-08,2015-03-16,"ProCollect, Inc",Closed with explanation,Yes,
1056,1272550,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,23831.0,2015-03-08,2015-03-08,"EOS Holdings, Inc.",Closed with explanation,Yes,
1057,1272508,Credit reporting,,Incorrect information on credit report,Personal information,GU,96929.0,2015-03-08,2015-03-08,Experian,Closed with non-monetary relief,Yes,
1058,1272400,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MI,48124.0,2015-03-08,2015-03-08,Bank of America,Closed with explanation,Yes,
1059,1272458,Credit reporting,,Incorrect information on credit report,Account terms,FL,32801.0,2015-03-08,2015-03-08,Experian,Closed with explanation,Yes,Yes
1060,1272469,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,KS,66214.0,2015-03-08,2015-03-08,"Southwest Credit Systems, L.P.",Closed,Yes,
1061,1274436,Mortgage,Other mortgage,"Application, originator, mortgage broker",,CO,80132.0,2015-03-08,2015-03-09,Nationstar Mortgage,Closed with explanation,Yes,
1062,1272502,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,91921.0,2015-03-08,2015-03-08,Navy FCU,In progress,Yes,
1063,1272501,Credit reporting,,Incorrect information on credit report,Public record,MA,1030.0,2015-03-08,2015-03-08,Experian,Closed with explanation,Yes,Yes
1064,1272509,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32765.0,2015-03-08,2015-03-08,Ocwen,Closed with explanation,Yes,
1065,1272507,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MD,21093.0,2015-03-08,2015-03-08,Wells Fargo,Closed with non-monetary relief,Yes,
1066,1272537,Credit reporting,,Incorrect information on credit report,Personal information,WA,98371.0,2015-03-08,2015-03-08,Equifax,Closed with explanation,Yes,
1067,1272530,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MA,2301.0,2015-03-08,2015-03-08,"Ability Recovery Services, LLC",Closed with explanation,Yes,
1068,1272518,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,92545.0,2015-03-08,2015-03-08,California Accounts Service,Closed with explanation,Yes,Yes
1069,1272612,Payday loan,,Charged fees or interest I didn't expect,,MN,55304.0,2015-03-08,2015-03-13,"Check into Cash, Inc.",Closed with monetary relief,Yes,
1070,1272398,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NJ,8302.0,2015-03-08,2015-03-13,Equifax,Closed with explanation,Yes,Yes
1071,1272631,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,RI,2861.0,2015-03-08,2015-03-09,"Bayview Loan Servicing, LLC",In progress,Yes,
1072,1272493,Debt collection,Federal student loan,Disclosure verification of debt,Right to dispute notice not received,DC,20002.0,2015-03-08,2015-03-08,Citibank,Closed with explanation,Yes,
1073,1272655,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,92801.0,2015-03-08,2015-03-09,Equifax,Closed with non-monetary relief,Yes,
1074,1272503,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,NC,28273.0,2015-03-08,2015-03-08,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
1075,1272894,Credit card,,Balance transfer fee,,NJ,8083.0,2015-03-08,2015-03-09,Wells Fargo,Closed with explanation,Yes,Yes
1076,1272556,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,91367.0,2015-03-08,2015-03-08,AllianceOne Recievables Management,Closed with explanation,Yes,
1077,1272723,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,78225.0,2015-03-08,2015-03-09,TransUnion,In progress,Yes,
1078,1272483,Consumer loan,Installment loan,Managing the loan or lease,,MD,21222.0,2015-03-08,2015-03-17,Santander Bank US,In progress,Yes,
1079,1272722,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,AZ,85718.0,2015-03-08,2015-03-09,Nationstar Mortgage,Closed with explanation,Yes,
1080,1274391,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,18704.0,2015-03-08,2015-03-13,Equifax,Closed with explanation,Yes,
1081,1274434,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,77303.0,2015-03-08,2015-03-13,Equifax,In progress,Yes,
1082,1272476,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,VA,20181.0,2015-03-08,2015-03-08,Nationstar Mortgage,Closed with explanation,Yes,
1083,1272468,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,CA,95827.0,2015-03-08,2015-03-08,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
1084,1272480,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MS,38654.0,2015-03-08,2015-03-08,Equifax,In progress,Yes,
1085,1272399,Credit reporting,,Credit reporting company's investigation,Investigation took too long,NJ,8302.0,2015-03-08,2015-03-08,Experian,In progress,Yes,
1086,1274451,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,NY,14075.0,2015-03-08,2015-03-09,Experian,In progress,Yes,
1087,1272505,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,OH,43610.0,2015-03-08,2015-03-08,"JH Portfolio Debt Equities, LLC",Closed,Yes,
1088,1272538,Credit card,,Credit line increase/decrease,,MI,48188.0,2015-03-08,2015-03-08,"Continental Finance Company, LLC",In progress,Yes,
1089,1272482,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,CA,92672.0,2015-03-08,2015-03-08,"EOS Holdings, Inc.",Closed with explanation,Yes,
1090,1272604,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,TX,77084.0,2015-03-08,2015-03-08,Ocwen,Closed with explanation,Yes,
1091,1272597,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,77303.0,2015-03-08,2015-03-08,Experian,In progress,Yes,
1092,1272608,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,75766.0,2015-03-08,2015-03-08,Ocwen,Closed with explanation,Yes,Yes
1093,1272594,Debt collection,Non-federal student loan,Disclosure verification of debt,Right to dispute notice not received,IL,60445.0,2015-03-08,2015-03-08,"Razor Capital, LLC",Closed with explanation,Yes,
1094,1272589,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,75044.0,2015-03-08,2015-03-08,Equifax,Closed with explanation,Yes,
1095,1272567,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,11435.0,2015-03-08,2015-03-08,"Pressler & Pressler, LLP",Closed with explanation,Yes,
1096,1272564,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OR,97209.0,2015-03-08,2015-03-08,"Ray Klein, Inc.",In progress,Yes,
1097,1272549,Bank account or service,Checking account,Deposits and withdrawals,,DC,20009.0,2015-03-08,2015-03-10,TD Bank,Closed with explanation,Yes,
1098,1272406,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,92165.0,2015-03-08,2015-03-08,Experian,Closed with non-monetary relief,Yes,
1099,1272539,Bank account or service,Checking account,Problems caused by my funds being low,,TX,77242.0,2015-03-08,2015-03-08,Wells Fargo,Closed with non-monetary relief,Yes,Yes
1100,1272551,Credit reporting,,Incorrect information on credit report,Information is not mine,NV,89149.0,2015-03-08,2015-03-08,TransUnion,Closed with explanation,Yes,
1101,1272866,Credit reporting,,Incorrect information on credit report,Account status,TX,76013.0,2015-03-08,2015-03-09,Experian,In progress,Yes,
1102,1272558,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,PA,19512.0,2015-03-08,2015-03-17,"CCS Financial Services, Inc.",Closed with explanation,Yes,Yes
1103,1272864,Credit card,,Credit card protection / Debt protection,,FL,33486.0,2015-03-08,2015-03-09,JPMorgan Chase,Closed with explanation,Yes,
1104,1272532,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TN,37738.0,2015-03-08,2015-03-08,"Hosto & Buchan, PLLC",In progress,Yes,
